team_id,rating,name,acronym
99566408356697119,-4.703766604028285e+23,Furious Gaming,FG
99566405944694628,-1906.0288413203511,Pixel Esports Club,PIX
102825747701670848,-58.30004582968195,Azules Esports,UCH
103935421249833954,-26306841260009.953,MAD Lions Madrid,MADM
103935523328473675,1224.3090626143148,K1CK Neosurf,K1
103935468920814040,1.4451373341282413e+24,Team GO,GO
102787200134790084,9211.666570023795,HMA Fnatic Rising,FNCR
103877625775457850,3.8239275553293784e+23,Movistar Riders,MRS
102787200155434012,-24166418602168.24,JD|XL,JDXL
103877675241047720,-1.287023268810624e+22,LDLC OL,LDLC
102787200120306562,7.905781389410819e+21,Mousesports,MOUZ
103935530333072898,-1498466343310215.5,AGO Rogue,RGO
102787200129022886,-2.840875706329146e+21,eSuba,ESB
103935567188806885,428.6788175247424,Energypot Wizards,EWIZ
103935642731826448,-7398.59896042825,Sector One,S1
102787200145472495,320.0075014898634,Defusekids,DKI
103877554248683116,731.8910760670706,Schalke 04 Evolution,S04E
103877891572305836,-13724596937027.857,Team Singularity,SNG
103877908090914662,315.9116748851162,Kenty,KEN
102787200130988976,-9396.482651724002,ASUS ROG Elite,ASUS
103877589042434434,-3.2214340043815236e+23,GamerLegion,GL
103877879209300619,279.1764550753529,Vipers Inc,VIP
103877756742242918,525.6275833352333,Racoon,RCN
103878020539746273,-1.547214740100101e+22,EGN Esports,EGN
103877976717529187,434.9680047272828,Intrepid Fox Gaming,IF
103877951616192529,156.71954560480833,Cyber Gaming,CG
102787200132955066,-1.3043095539986203e+20,FTW Esports,FTW
103877925817094140,241.28734041738755,PIGSPORTS,PIG
102787200126663579,4.976799984893291e+19,Giants,GIA
103877774634323825,332.71642128806985,YDN Gamers,YDN
102787200149928963,-6.592051516591251e+22,WLGaming Esports,WLG
99566404855553726,-7.159574273262348e+28,FunPlus Phoenix,FPX
99566404852189289,1.2984560264909789e+29,Beijing JDG Intel Esports Club,JDG
99566404854685458,1.9703702764672235e+28,TOP ESPORTS,TES
99566404848691211,-2.080133863663254e+28,Invictus Gaming,IG
104212455500985426,386.16979714500377,LEC Kings,RITO
104212474149188693,401.8181818181818,Altokekw Españita,OLE
104234362586443283,378.1307287753569,German Pingus,PNGU
104234144258996303,379.32381667918855,POLSKA GUROM,POL
104211677548295324,356.0,Double Crunch Team Italy,DCTI
104228817622043824,498.557475582269,The French Zoo,FZO
101422616509070746,2944962757606819.5,Galatasaray Espor,GS
103743162394217975,460.703529626956,Santos HotForex,SAN
104251016988118464,4615779562.449998,Galatasaray Espor Akademi,GS
101428372830010965,-235232347871.94098,Alpha Esports,ALF
99566406493155041,81651340822.35918,Machi Esports,MCX
104367068120825486,3.6903738532798654e+25,PSG Talon,PSG
98767991897792379,-124198080996.76488,Hong Kong Attitude,HKA
98767991846127102,1065.4130163219293,ahq eSports Club,AHQ
99566406490127625,-3.3062387146372306e+24,J Team,JT
104367072827489994,-34945745087.39377,Berjaya Dragons,BJD
104367099322647716,-92832211161.33188,Liyab Esports,LYB
104710369093939895,924.9720944668884,SuppUp eSports,SSU
104710359142494900,-14750077489799.98,Samsung Morning Stars,SMS
104710343016706538,798.6620434393515,7more7 Pompa Team,PT7
103935446548920777,-27503577942767.086,Misfits Premier,MSFP
104710354840711661,-5.938716524267878e+20,Riddle Esports,RDL
104710316579222193,-6200550318885.572,G2 Arctic,G2AR
104710678170825211,2.5333708923198065e+21,SINNERS Esports,SIN
104710373370426042,556.2719853829602,CR4ZY,C4
104710383210356454,-5303.473234396843,LowLandLions,LION
104710682193583854,3.2374481914533865e+20,Topo Centras Iron Wolves,WOLF
99566404846951820,-4.330214402014909e+28,LGD GAMING,LGD
99322214684939974,19185302384628.4,Unicorns of Love,UOL
99566404853058754,1.28411075160277e+28,WeiboGaming FAW AUDI,WBG
99124844355850858,398.1818181818182,LCS All-Stars,LCSS
99124844361058275,380.0,CBLOL All-Stars,BR
105357803054359120,443.6363636363636,Bwipo Dream Team,BWI
105357804699574324,356.3636363636364,CoreJJ Dream Team,CJJ
105352091319919029,380.0,LCS Legends,LCSL
105301786369976273,420.0,LEC Legends,LECL
105301791701328923,380.0,LEC Queue Kings,LECQ
105351835580819729,420.0,LCS Queue Kings,LCSQ
105193385417106233,421.8181818181818,LLA All-Stars,LLA
99124844358677975,398.1818181818182,LEC All-Stars,LEC
99124844362174905,380.0,TCL All-Stars,TCL
99124844353216570,400.58361391694723,LCK All-Stars,LCK
99124844356912967,306.1638608305275,LPL All-Stars,LPL
105193481874236222,421.8181818181818,LCL-All-Stars,LCL
105351737774956843,420.0,LPL Legends,LPLL
105301773561628001,380.0,LCK Legends,LCKL
105301755072677196,420.0,LCK Queue Kings,LCKQ
105351724613755142,380.0,LPL Queue Kings,LPLQ
105193571520283762,424.0,OPL All-Stars,OPLO
99124844354766222,420.3636363636364,PCS All-Stars,PCS1
105193554293818475,424.0,LJL All-Stars,LJL
105301877841257613,424.8888888888889,VCS All Stars,VCS
105521706535388095,3.6953493533787947e+22,Anorthosis Famagusta Esports,ANO
105521637552587612,-2.760488897029615e+22,Team Phantasma,TP
105520786527322647,-2.9451833165595904e+22,KRC Genk Esports,GENK
105520788833075738,-7995.152782106552,KV Mechelen Esports,KVM
105520796734358045,-2.6036274973750447e+22,Team 7AM,7AM
105520784254806142,-14690.575241093025,ION SQUAD,ION
105520781900097659,67.90393147947444,4 Elements,4E
105521293297166647,-4.870125811726719e+22,Hell Zerolag Esports,HELL
105521504308341229,-7416376151819.307,Team Refuse,RFS
105521451717484016,1203586451156.256,Hive Athens EC,HIVE
105521239281281237,-2275.1932324627505,CowBoySquad Imperials Esports,CBI
105521674055625312,-2.4648525640370674e+22,Gamespace Mediterranean College Esports,GSMC
105520826536746180,-230.54713988786318,Team THRLL,TRL
105520816474194464,-55.248333055259735,Dynasty,DYN
105520819263036609,-28723205584825.805,The Agency,AGC
105520822049210915,-2.1258825108075977e+20,mCon esports,MCON
105520824521753126,-146.39145524071168,PSV Esports,PSV
105536952747658409,-1311.5081811353366,MKERS,MKS
105536738266035235,-2.88447246978053e+20,Cyberground Gaming,CGG
105536918475957734,1.72694096766859e+23,Macko Esports,MCK
105536773074826367,-219655461061532.22,GGEsports,GGE
105537226118106446,-5.6687786053800224e+20,Axolotl Esports,AXL
105537149834356301,-8.871676104276787e+20,Anc Outplayed,OP
105536980594429116,174.45440697829304,Romulea eSport,RML
105505619546859895,-1.0072986298375595e+29,OKSavingsBank BRION,BRO
105397404796640412,6.06408331997839e+23,LOUD,LLL
105397399468432537,1.376799956062469e+20,Miners,NMG
105547976546505145,73.24309766176694,Team Infamous,IFM
105543843212923183,-2434490480225.323,Goskilla,GSK
104202382255290736,-1.4892405211073083e+21,RENSGA,RNS
99566408221961358,4.561141600410806e+23,RED Kalunga,RED
105548000936710641,-550.5477012359293,Method2Madness,M2XX
105548019132871601,-4260.555852603187,Medieval Riga,MDVL
105550051809743868,-9914901581.91569,Liiv SANDBOX Youth,LSB
105550026570060790,284257043287.9813,DK Challengers,DK
105550042327365041,-142203453035.8249,Gen.G Global Academy,GEN
105550047979361273,-36679585215.43904,HLE Challengers,HLE
105550049871017396,-22993865793.795303,kt Challengers,KT
105550059790656435,-27383761033.492725,T1 Esports Academy,T1
105550036134585264,-47904752746.67223,BRO Challengers,BRO
105550054006182911,5632720125.785438,NONGSHIM ESPORTS ACADEMY,NS
105537444152141556,918.0036987556193,Herbalife Real Betis,BTS
105550033967461806,17507785634.43062,DRX Challengers,DRX
105550024238752685,-20317225641.05751,KDF Challengers,KDF
105532840001188717,-519.7426669966235,S2V Esports,S2V
105537408539332006,-1036.424315894481,eMonkeyz SDH,EMZ
105532791598779236,-1.1485235774207441e+20,UCAM,UCAM
102787200153467923,-1855.1467149839646,BCN Squad,BCN
105537621677160078,-210.40987091350678,Team Queso,TQ
105550003470349739,-15429.946074530231,Rensga Academy,RNS
105550005698683818,4136.425879612672,Liberty Academy,LBR
105519977854458717,-732.0329927224078,Nordavind,NVD
105519562229907355,584.8826932921279,Barrage Esports,BRG
105520077508552574,1206.5271597202484,Tricked Esport,TRC
105519846782566525,2312052630592.711,MnM Gaming,MNM
105519945593890595,-857.3302427283681,KOVA Esports,KOVA
105520713962793016,571.9877308178015,Granit Gaming,GRNT
102787200159169580,-2477.369355095493,Godsent,GOD
105519746234964687,1130539417118226.0,Dusty,DY
105504044166670507,2.4885155144614034e+23,Unicorns of Love Sexy Edition,USE
105559480124455983,5.429962584131631e+23,SK Gaming Prime,SKP
102787200136756173,2.843321805213565e+23,Berlin International Gaming,BIG
105503778424809514,-2340.0212916138316,EURONICS Gaming,ESG
105503535895066182,-86366982668356.27,Wave Esports,WAVE
105503848339138647,-241649393380420.75,PENTA 1860,PTA
105503948999800557,3.7082450169275448e+22,E WIE EINFACH E-SPORTS,EWI
105521408363571548,2.571847717147339e+21,Illuminar Gaming,IHG
102787200138722262,-7362072550773.797,Devils.One,DV1
105521419784127190,-6.759765402650963e+21,Komil&Friends,KNF
105521412995449549,3.874172502693574e+20,Team ESCA Gaming,ESCA
105521402545275594,-2454713012925.758,Gentlemen's Gaming,GGM
105549991104165282,-9338.703394085127,FURIA Academy,FUR
105550001032913831,2318.0262730593267,RED Academy,RED
105549988405523871,-6013.10160851181,Flamengo Academy,FLA
105549998884468136,14127.34141551486,paiN Academy,PNG
105549997263803379,1991.4601014060854,LOUD Academy,LLL
105549995617170853,2166.413645887009,KaBuM! Academy,KBM
105549993449477104,-359.5052182929353,INTZ Academy,ITZ
105549984475833252,197.16414526080212,Cruzeiro Academy,CRZA
105514907449611976,-9.502091386623216e+21,Team BDS Academy,BDSA
105514967858969605,1.3192168903172917e+21,GameWard,GW
105515345386578249,-2.5099172125120273e+20,Solary,SLY
105515266817621145,-1288.0685063157482,Team MCES,MCES
102787200151698443,-3.1354484689818427e+21,Vitality.Bee,VITB
105515219038427019,1.0647181957144605e+23,Karmine Corp,KC
105515109012592449,-6.385911817487413e+21,IZIDREAM,IZI
105537947396116202,4091636344.7671375,NASR ESPORTS Akademi,NSR
105536643047197642,-1.0014688691806574e+23,NASR ESPORTS,NASR
105593213115128994,-6898797023553.311,Dark Tigers,DTG
105593129376630217,-135.43910678401295,Vikingekrig Esports,VIK
105593182576105603,-2.751746989666207e+23,BRUTE,BRT
105593278887024877,-361.93159516619073,Inaequalis,INAE
105593311172904657,-14.807917230969764,Eclot Gaming,ECT
105593161016793151,-1.455985890323322e+22,Inside Games,ING
105594163014588871,-2.638461132383585e+21,Boavista F.C,BFC
105594135137147298,-4.282022245981127e+22,White Dragons,WD
105593951536470384,-3.982205295290762e+22,GTZ Esports,GTZ
105594101461473671,-117850.26792295762,Karma Clan Esports,KRM
105594116005157262,-62142.303004675545,OFFSET Esports,OFF7
105594176887807460,-4560.952916782799,EFIVE Esports,E5
105553606349477427,2.7053160157153167e+21,Zero Tenacity,Z10
105553729458550723,-1238747920876.6538,Nexus KTRL,NXK
105554088239949229,822.8644737661343,x25 Esports,X25
102787200124959636,-4.936972922304933e+19,Crvena Zvezda Esports,CZV
105553684493690219,-3053021200532.8633,Split Raiders,STR
104841890701948065,-1.0922691924013452e+24,Estral Esports,EST
98767991916844003,-294186008257.23395,Kaos Latin Gamers,KLG
103963753080578719,1375260918796.6157,CrowCrowd Moscow,CC
104270958001747936,24947438422577.17,One Breath Gaming,OBG
103963715924353674,-6475145261398.163,Dragon Army,DA
101978171843206569,-25600192543605.848,Vega Squadron,VEG
98767991871709842,935037.3342635232,Gambit Esports,GMB
105663527959374033,-16580190399580.994,CTRL PLAY Team,CPT
100289931264192378,2944456224462.345,Team Spirit,TSPT
105913221137618666,1011.7837909710352,No Org,NOR
105957640798249312,363.60618448870287,Barrage.NA,BRG
105913232697120493,-57142.35211536994,EG Prodigies,EG
105913111502565010,-276.45038125981705,Zoos Gaming,ZOOS
105957603362200620,-461.2405777984352,Dignitas Mirage,DIGM
105913238372341488,123138530.49979925,Wildcard,WC
98767991892579754,2.1062876701438096e+28,Royal Never Give Up,RNG
106250732506012141,826.6548237976904,Umbra Divinus Gaming,UDGG
106301891501674861,-4912.929011836846,PDW,PDW
106300533256999014,-1001.5818922933395,Starlan Gaming Club,SGC
106295024192678387,-284.7836709060608,Gaia Esports,GAIA
106302119383559530,1074.4238263626758,Galaxy Racer,GXR
106222632206917342,-12.348612773061404,Resolve,RSV
106334794714373670,-2258.1376050351146,Goexanimo,GOEX
106334802515490809,-3199.0216714643643,Wortex,WTX
106371176555003349,-6212.309300629123,NK Osijek Esport,NKOS
106371141659311452,-2.548436776337075e+20,Valiance PRO GAME,VPG
105709099258505657,-9.977774143441484e+21,PEACE,PCE
106382545123328648,4.662264500167984e+21,Dynamo Eclot,DNE
106421708401759879,5142275484688.297,Black Star Gaming,BSGG
106269818143576465,10725894884.707806,BOOM Esports,BME
106269804045322803,2.7434204206072807e+25,Beyond Gaming,BYG
106269859169658575,-6.560377100545831e+24,Impunity Esports,IMP
106827765448944398,-3012.2812599242952,DFM Academy,DFM
106827827857159558,10292.386639489356,V3 Academy,V3
106827839261303409,4618.545386369751,CGA  Academy,CGA
106827815539026710,-34.34943267680431,RJ Academy,RJ
106827832203113865,7551.222068687859,SHG Academy,SHG
106827844148688268,10332.386639489356,SG Academy,SG
106827823550343961,-16304.607862756844,AXZ Academy,AXZ
106827848618374543,-8125.820059531326,BC Academy,BC
106806779752531762,1.0716957392461697e+23,Globant Emerald Team,GET
106806773698472633,-1.367435731435609e+24,Team Aze,AZE
106857739520697600,929071.4554189222,100 Next,100X
106857755268998406,232.52140808605313,Resolve,RSV
106857724782292541,-1211.491256797857,C9 Amateur,C9AM
106857761435870473,-10556870697.776451,Supernova,SN
106857734387052095,-2969929761.2251368,AOE Gold,AOE
98767991882270868,-1.147505161389067e+28,SHANGHAI EDWARD GAMING HYCAN,EDG
99566404850008779,-3.1548768844079374e+27,Suzhou LNG Esports,LNG
107251941920386009,-16262.873366028083,BTS ESPORTS,SKY
107251307514079872,5247.260858930336,LXE ESPORTS,LX
98767991954244555,1.6202879280973397e+24,GAM Esports,GAM
107251374793416561,1.1098754962451769e+23,CERBERUS ESPORTS,CES
107258254469504696,-3.1658476544264595e+24,Team Flash,TF
107251245690956393,4.653608631859701e+24,Saigon Buffalo Esports,SGB
107251295460371069,5.896876145884807e+24,Team Secret,TS
107251231972989211,-1.8930020565675515e+25,SBTC ESPORTS,SE
107563714667537640,-1.740994335353794e+26,Team BDS,BDS
107416342401528388,1.2607712497653706e+21,Maturalni Forsaken,MFSK
107416483509696259,2.3815297640694522e+23,Eintracht Spandau,EINS
107423083507599175,-2187131040173490.2,Vanir,VNR
107423075317119707,297187106734584.44,X7,X7
107456419134134246,-5146759532498.479,Astralis Talent,ASTL
107423109717243380,1477262092572.8086,Bifrost,BFR
107423086908356081,-81333892312.1543,Nyyrikki,NKI
107456284318482723,-44573771645339.375,Mirage-Elyandra,ME
107468079354897663,-117665919192493.5,Team Oplon,OPL
107467834753797729,-1.1246535724959566e+23,Bisons,BSO
107467827374313054,-1.5900817998850503e+20,Finetwork KOI,FNK
107467794614674479,-2.113992209805019e+20,FnaticTQ,FNTQ
107422385694193066,1.9504445170539545e+19,Barça Esports,BAR
107467803833323099,-7.363154069042828e+19,Los Heretics,HRTS
107597866344501908,-2516322245226.5845,Auxesis Esports,AUX
107597858964689090,-8608.917061507556,SOVEJA,SVJ
107597875833524424,-3.953954470002368e+23,Diamant Esports,DIA
107597870621708485,6.104431369817218e+19,Cyber Wolves Esports,CWE
107574959289974368,-3.765349793821495e+21,Odivelas Sports Club,OSC
106250729133367861,-2107688111194.7449,Olympiacos Alimou esports,GOAL
107575082591536093,1.8571523801071227e+22,Entropiq,EIQ
107179722233063345,-1.64066293815303e+22,Cryptova,OVA
107456994699991548,2.1792061632308136e+21,Atleta Esport,ATE
107110686951738484,-79221724952946.19,Esports Empire,EE
107581209070519555,-278279.9162115106,Atomic Esports,MC2
107581212180071788,-39110255.975594476,Peek Gaming,PK
107581206998502078,120580.74941786565,Atheris Esports,ATH
107581300297680248,19297847.027133267,Zylant Esports,ZLT
107581178720470377,-63946.12589170828,Arctic Gaming,ARC
107581296208168309,-112975053.51606646,Tomorrow Esports,TMR
107581284487120142,-1.9001772978417043e+24,Six Karma,6K
107581287168722290,1.6095786040921093e+22,The Kings,TK
107437032053655867,-1.5521289653373518e+23,Kanga Esports,KNG
106302593752767294,-4453.1724578625735,Miners Academy,NMG
107599089191671351,-76228778011639.97,Santiago Wanderers,SW
107599156601411192,64673385668738.16,Movistar Optix,MOX
107599112065439311,-196282455912155.44,Dark Horse,DHX
107599040773840060,-1.4502409828047343e+23,Meta Gaming,MG
107598982142057588,241083537571765.5,Cruzados Esports,UC
107599174108436104,-281591353333637.6,Rebirth Esports,RBT
107599188771591359,-109382517538877.55,Wolf Club Gaming,WCE
107581689894520368,229724436.37071514,Bandits Gaming,BAN
107581765633427097,81714572.82486999,Fuego,FUE
107581733744920199,-234.09405697565938,Goat Esports,GOT
107581738783262346,1996.0194510362562,Gravity Elite,GVE
107581750701049485,-78705792.98204082,Janus Esports,JNS
107581755241449104,7491.41164914255,Red Rooster,RRR
107581759470356115,113304220.23629898,Saprissa Esports,SAP
107581761958954646,-106043.51083592352,Vandals Esports,VAN
107599061926073885,-149873981339531.75,Newstar,N5R
107599144012469862,-165303676047417.78,Maze Gaming,MAZ
107582181197106556,-1938921.2288730256,Skull Cracker Clan,SKC
107582178455767077,-68705089.99751477,Pirate Dream,PD
107582157086477662,-74568932.45016995,Descuydado Aucas Esports,DSC
107582169874155554,84693.39371249816,God's Plan,GDP
107582150625414483,-30730.374100321966,AceS GaminG,ACS
107582176093752697,327.4154640755374,Hooked Esports,HK
107582184905264520,78479928.74415147,Waia Snikt,WS
107582173169864040,1023424.0667442024,GeekSide Esports,GSE
107603544245460197,-230326.2265775008,Ramo Awake Gaming,AWK
107603551467692884,-10.203439285434598,ELR Gaming,ELR
107603554304287575,398.5269517165549,King of Goats,KOG
107603548241713732,11908.271283090813,Braves Rising,BRR
107603600826620492,211631.43235413177,Zeus Kralik,Z5K
107603566520687175,-106439.4508292675,Team Mayan eSports,MYN
107603586980602718,-980.8829150824077,NOCTA,NOC
107603596915629288,-120864.88360462044,Spirituals,STS
107598788926820994,1.589663057289751e+23,Macro Pampas,PAM
107598712583969458,-1.0565676738230172e+23,EBRO,EBG
107598704067400262,-450225.43389928975,Stone Movistar,STM
107598785733448849,-1.011329003325847e+22,River Plate Gaming,RIV
107598878262940546,-1.1902232816081302e+23,Malvinas Rise,MVG
107598699275015260,-3.3210740802091057e+24,Leviatán Esports,LEV
104843437139220481,-1.595620219980303e+23,Undead BK,UBK
107598780504331406,-4.9895122364627e+22,Maycam Evolve,EV
107598805167594304,1.0782097943430043e+23,Wap Esports,WAP
107598764318774383,-161451.35872209622,KRÜ Esports,KRU
107598651997213225,-168290.02638255263,9z Gaming,9Z
107598683861013570,-1.9035576587907448e+22,Boca Juniors Gaming,BOC
107582591908138922,-134.92806753106225,Cienciano,CCC
107582613263241138,-49.848445440448685,Deliverance Esports,DVE
107582609836036013,-1.1468791459159794e+20,Diamond Doves,DD
107582638341246907,-123.79814671270985,Instinct Gaming,INS
107582598621022934,98.37314439211696,Club Deportivo Municipal,CDM
107582618156093368,2.1557263578496605e+20,Incubus,INC
107582641798795198,-2.2011702260171725e+23,Spectacled Bears,SB
107582615829368757,-248.13881653296818,Fantasy Gaming,FSY
107760667929003738,5.48089477563348e+24,Frank Esports,FAK
107700204561086446,-2.3562023551471734e+25,Deep Cross Gaming,DCG
107700199633958891,2.653750160497058e+25,CTBC Flying Oyster,CFO
107700211633200412,-2.633572865504458e+21,Meta Falcon Team,MFT
107700208463820785,-844520617897130.8,Hurricane Gaming,HG
107635420167535818,-1.804068223474778e+21,SEM9,S9
102141671183409133,-2570349706.91223,Maryville University,MU
107580499570181349,-280.2995546128107,Wildcard Aces,WCA
107953988302037900,-101.32874486377786,Maryville Saints,MU
107580444745581889,306.5741263181095,Immortals AOE,IMA
107580481273119961,-1364743.5644139554,Taco Gaming,TG
107580455322240324,179.17755579988264,No Team,NOT
107580483738977500,-781.103075010951,Winthrop University,WU
108159996371573462,477.62299202926954,Maryville University,MU
108159958519099117,450.409646847175,Bay State College,BAY
102141671185899507,444.81750262960185,University of Western Ontario,UWO
108159917648031455,657.1811874589891,UST Esports,USTE
108159890692353756,-6383.712709012857,St. Clair College,SCC
108160026618060825,477.9871185454544,UCI Esports,UCI
108159968741268165,496.8888417797479,Converse University,CVU
102141671181705193,437.52686838330715,Michigan State University,MSU
102141671182557163,365.8714996363637,Redbird Esports,UI
108203154514683518,1002.0044391703221,T1 Rookies,T1
108203164850614211,536.7036348590168,NS REDFORCE Academy,NS
108203166973601408,-103.04937312361992,Liiv SANDBOX Academy,LSB
108203169709977541,295.4008505411657,BRO Academy,BRO
108203159356403647,564.911532217579,Kwangdong Freecs Academy,KDF
108203173414485265,181.0176729910811,HLE Academy,HLE
108203161924300737,323.0112433444551,DRX Academy,DRX
108018637503819612,-6509.1397788137965,PRO42 Esports,P42
108319257932089006,-134312879.3947324,Osaka,OSK
108121047955658273,3706.606260098157,Aurelius Esports,AU
108319669531442279,-1227983.8380503948,Aguilas Doradas,AD
108131965235538611,-3.605450704678873e+20,Antares Esports,ANT
107580475800733004,331.0883249249459,Third Party,3P
108361575122450254,-2439945147.687814,Team Fish Taco,TACO
108361552741927561,9467573887.302105,Cincinnati Fear,FEAR
108361565719424734,-573265.9987495744,DK Crew,DKC
108361563004344389,-3135828650.873143,The Last Dance,LAST
108361578564310810,-2603847.857251041,Team Pending,TBA
108361550364038935,-290.0072405618401,AOE Randoms,AOER
108361570687544399,345.6212186255276,Jake's Kittens,JK
108361545122797332,1138961.623107622,AOE Ginger Turmeric,AGT
108361537886099513,293.8496766151827,300,300
108404211655217274,1.2642970092316662e+20,Partizan Esports,PAR
108517492697602721,-1.2190869914980858e+25,Dewish Team,DWT
108566004579728490,223.30395286011884,LARGE,LRG
108565997404381643,368.6534730886829,Tempest Gaming,TPG
109631326144414089,26951043.977630734,19 Esports,19
109631541326560210,-15538129.39227736,Reven Esports,RVN
109672446077514083,-14819491.215130065,The Kings Moon,TKM
